"ID","Progress","Duration..in.seconds.","Finished","RecordedDate","prolificID","age","LangChoice","Expertise","Experience.months","X1_Q38_Page.Submit","X1_Q39_Page.Submit","X1_code.recall.control","X2_Q38_Page.Submit","X2_Q39_Page.Submit","X2_code.recall.control","X3_Q38_Page.Submit","X3_Q39_Page.Submit","X3_code.recall.control","X4_Q38_Page.Submit","X4_Q39_Page.Submit","X4_code.recall.control","X5_Q38_Page.Submit","X5_Q39_Page.Submit","X5_code.recall.control","X1_Q37_Page.Submit","X1_Q40_Page.Submit","X1_Code.Recall.Exp.","X2_Q37_Page.Submit","X2_Q40_Page.Submit","X2_Code.Recall.Exp.","X3_Q37_Page.Submit","X3_Q40_Page.Submit","X3_Code.Recall.Exp.","X4_Q37_Page.Submit","X4_Q40_Page.Submit","X4_Code.Recall.Exp.","X5_Q37_Page.Submit","X5_Q40_Page.Submit","X5_Code.Recall.Exp.","codeUnderstandFree","Q50","Q52","Q54","Q56","CPSES_1","CPSES_2","CPSES_3","CPSES_4","CPSES_5","CPSES_6","CPSES_7","CPSES_8","CPSES_9","CPSES_10","CPSES_11","CPSES_12","CPSES_13","CPSES_14","CPSES_15","CPSES_16","PAS.YILDIRIM.OZDENER_1","PAS.YILDIRIM.OZDENER_2","PAS.YILDIRIM.OZDENER_3","PAS.YILDIRIM.OZDENER_4","PAS.YILDIRIM.OZDENER_5","PAS.YILDIRIM.OZDENER_6","PAS.YILDIRIM.OZDENER_7","PAS.YILDIRIM.OZDENER_8","PAS.YILDIRIM.OZDENER_9","PAS.YILDIRIM.OZDENER_10","PAS.YILDIRIM.OZDENER_11","Math.Anxiety_1","Math.Anxiety_2","Math.Anxiety_3","Math.Anxiety_4","Math.Anxiety_5","Math.Anxiety_6","Math.Anxiety_7","Math.Anxiety_8","Math.Anxiety_9","Math.Anxiety_10","Math.Anxiety_11","Math.Anxiety_12","Math.Anxiety_13","Growth.Mindset_1","Growth.Mindset_2","Growth.Mindset_3","Growth.Mindset_4","Growth.Mindset_5","Growth.Mindset_6","Growth.Mindset_7","Primary.Language","Primary.Language_8_TEXT","Education","Education_4_TEXT","Education_5_TEXT","Education_6_TEXT","Current.Title","Current.Title_14_TEXT","gender","gender_4_TEXT","race.eth","race.eth_8_TEXT","GenAiFree","AnythingElseFree","CPSES_COMP","PAS_COMP","MA_COMP","MIND_COMP","torr_1","torr_2","torr_3","torr_4","torr_sum","self_exp_num"
23,"100","3017","True","2026-05-22 06:03:53","663325904e8e46cf433becd0","46","C++","Closer to someone in their first programming job (Entry-Level)","6","","","","","","","","","","","","","","","","120.012","180.112","      return number2;
int main[] {
      number1=number2;
    int number2=15;
         if (number1<number2) {
         while (temp!=0) {
     }
      int temp=number1;
       temp=number1;
   }
i","120.012","180.011","return number2;
int main []{
       int number 1 = number 2
       if number1 > number2
       temp != 0;
   }
","120.012","180.113","    return number 2;
int main[] {
           number1 = number2;
        int number2 = 15;
              if (number1<number2)}
              while (temp!=0){
","120.112","180.011","      return number2;
int main[] {
         number1=number2;
    int number2=15;
         if (number1<number2) {
         while (temp!=0) {
     }
      int temp=number1;
          temp=number1;
   }
 int compute(int number1, int number2) {
          number2=temp;
        int number1=20;
           temp=number1%number2;
              number1=number2;
}
       if (temp!=0) {
}
     number2=temp;
}","120.113","180.011","      return number2;
int main[] {
         number1=number2;
    int number2=15;
         if (number1<number2) {
         while (temp!=0) {
     }
      int temp=number1;
          temp=number1;
   }
 int compute(int number1, int number2) {
          number2=temp;
        int number1=20;
           temp=numbwe1%number2","I think it is trying to find the common divisor but the code seems scrambled or does not have the right flow.","A","C","D","C",6,6,6,5,5,5,4,6,3,5,5,4,4,5,5,5,1,1,1,2,1,1,2,2,1,1,1,3,5,3,2,5,3,4,5,6,6,3,5,4,4,3,4,2,3,3,3,"C++","","Bachelor’s degree. Please list the name of your degree(s)","","BSc","","Software Developer/Software Engineer","","Female","","Asian","","AI could an excellent learning aid and tool as it could speed up the learning process. It could help with logical testing of programs, checking for syntax, and such.
It could though also have negative impacts as it could be used to cheat on the learning priocess.","No. Thank you for the opportunity. It was an interesting exercise to try and remember code with out logical flow and rewrite it.",4.9375,1.27272727272727,4.27272727272727,3.14285714285714,1,0,1,1,3,2
24,"100","777","True","2026-05-22 06:43:56","6888f9158ab561d6bbcf7466","32","Java","Closer to a senior programmer or software architect","135","","","","","","","","","","","","","","","","42.937","71.912","return number2;
public static void main() {
    number1 = number2;
    int number2 = 20;

   System.out.PrintLn(computer(number1, number2));
}

public static int compute(number1, number2) {
    
}","16.011","16.199","return number2;
public static void main() {
    number1 = number2;
    number2 = 15;
    int temp = number1 % number2;
    System.out.print(compute(number1, number2));
    while(temp < 0)
{}
if(temp ....
}","19.161","19.385","return number2;
public static void main() {
    number1 = number2;
    number2 = 15;
    int temp = number1 % number2;
    System.out.print(compute(number1, number2));
    while(temp < 0)
{}
}
public static int compute(int number1, int number2) 
{
}","23.179","76.058","return number2;
public static void main() {
    number1 = number2;
    number2 = 15;
    int temp = number1 % number2;
    System.out.print(compute(number1, number2));
    while(temp < 0)
{}
}","30.375","16.05","return number2;
public static void main() {
    number1 = number2;
    number2 = 15;
    if(number1 < temp) {
    int temp = number1 % number2;
    System.out.print(compute(number1, number2));
    while(temp < 0)
{}
}
public static int compute(int number1, int number2) 
{
}","It won't compile so technically nothing, but it was working out the difference between 2 integers I believe. It's hard to determine with the syntax issues.","A","D","D","C",6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,4,3,3,1,6,4,1,1,1,1,1,1,1,"C#","","Bachelor’s degree. Please list the name of your degree(s)","","BSc Computer Science","","Software Developer/Software Engineer","","Male","","White","","Experienced software engineers are able to use it to skip crud work, tasks that are repetitive or hold little long term value such as one time scripts or refactoring work that isn't overly impactful.

The core issue is with lesser experienced engineers, juniors specifically, offloading the thinking and decision making/learning to AI instead of struggling towards a solution. That inherently limits the abilities of future engineers, but companies are actively pushing for it as a skillset. It's a catch-22.","",5.9375,1.09090909090909,2.09090909090909,1,1,1,1,1,4,4
25,"100","1824","True","2026-05-22 07:38:19","6887c8adcd44faa087e4dae6","50","C++","Closer to a senior programmer or software architect","120","32.677","180.103","int main() {
int number1 = 20;
int number2 = 15;
cout << compute(number1, number2);
}

int compute(int number1, int number2) {
int temp = number1;
while (temp != 0) {
if (number1 < number2) {
temp = number1;
number1 = number2;
number2 = temp;
}
temp = number1 % number2;
if (temp != 0) {
number1 = number2;
number2 = temp;
}
}
return number2;
}","34.204","120.713","int main() {
    int number1 = 20;
    int number2 = 15;
    cout << compute(number1, number2);
}
int compute(int number1, int number2) {
    int temp = number1;
    while (temp != 0) {
        if (number1 < number2) {
            temp = number1;
            number1 = number2;
            number2 = temp;
        }
        temp = number1 % number2;
        if (temp != 0) {
            number1 = number2;
            number2 = temp;
        }
    }
    return number2;
}","52.033","103.322","int main() {
int number1 = 20;
int number2 = 15;
cout << compute(number1, number2);
}

int compute(int number1, int number2) {
int temp = number1;
while (temp != 0) {
if (number1 < number2) {
temp = number1;
number1 = number2;
number2 = temp;
}
temp = number1 % number2;
if (temp != 0) {
number1 = number2;
number2 = temp;
}
}
return number2;
}","48.922","157.067","int main() {
int number1 = 20;
int number2 = 15;
cout << compute(number1, number2);
}

int compute(int number1, int number2) {
int temp = number1;
while (temp != 0) {
if (number1 < number2) {
temp = number1;
number1 = number2;
number2 = temp;
}
temp = number1 % number2;
if (temp != 0) {
number1 = number2;
number2 = temp;
}
}
return number2;
}","22.253","59.891","int main() {
    int number1 = 20;
    int number2 = 15;
    cout << compute(number1, number2);
}
int compute(int number1, int number2) {
    int temp = number1;
    while (temp != 0) {
        if (number1 < number2) {
            temp = number1;
            number1 = number2;
            number2 = temp;
        }
        temp = number1 % number2;
        if (temp != 0) {
            number1 = number2;
            number2 = temp;
        }
    }
    return number2;
}","","","","","","","","","","","","","","","","This code is implementing the Euclidean algorithm to find the Greatest Common Divisor (GCD) of two numbers, which are 20 and 15 in the main function. It repeatedly takes the remainder of the two numbers and swaps them until the remainder becomes zero, and then it returns the last non-zero remainder as the GCD.","A","D","D","C",5,5,5,5,5,6,5,5,4,5,5,6,6,5,5,6,1,2,3,5,1,1,1,3,1,2,1,5,6,6,6,6,3,6,7,7,7,6,6,7,3,4,3,4,3,4,2,"C++","","Bachelor’s degree. Please list the name of your degree(s)","","Software Engineering","","Software Developer/Software Engineer","","Male","","Middle Eastern or North African","","0-2 hours","The tasks were well structured and provided a good balance between cognitive pattern recognition and practical code analysis. The survey was comprehensive.",5.1875,1.90909090909091,6,3.28571428571429,1,1,1,1,4,4
26,"100","2892","True","2026-05-22 11:18:28","6777cf651ad3b30bacbe85ba","27","Python","Closer to the average or mid-level programmer","72","","","","","","","","","","","","","","","","120.023","180.118","return number2;
int main() {
   number2=15
   int number1=number2

   if (number1 < number2){
      while {
}
     temp =15
}
int compute (int number1, number2){
   number2=temp
   int number1=15

   if (temp >0){

} 
   cout << number1 + number2
  } 
} ","120.028","180.154","return number2;

int main() {
   number2 = 15
  
   if (number1 < number2){
}
   while (temp!=0){
      int temp = number1 - number2;
            temp =number1-number2;
}
}
int compute(int number1, int number2){
    number2 =temp
     int number1 = 15

    while () {


     cout << compute(number1, number2) ","120.018","180.113","return number2;
int main (){
  number1=15
  int number2=20

    if (number1 < number2){
       while (temp!=0){
} 
        int temp =number1-number2
               temp = number1-number2
} 
} 
int compute(int number1, int number2) {
    number2 = temp
    number1 = 20

 if...
     number1%number2



    co
","120.123","180.014","return number2;
int main {
    number1 = number2
  int number2 = 15
    if () {
  while (number1 > number2) {

  temp
  
  }
int compute(int number1, int number2) {
   number2 = 20
   int number1 = number2
} 

   if (temp){

","120.029","180.164","return 2;
function main {
  int number 1=number2;


}
function compute {int number1, int number2}:
    number2 =20;
    int number1=number2


   count << number1 + number2

}
}","Honestly not very much idea. there are two numbers, and it sets them to 20 and 15 and then there's also temp which I couldn't make sense of, but it's a counter or tracker or something for temperature? 

then the code takes the modulo of number 2 and number 1 and then does that recursively for some reason and then if the output is more than 2  then it returns the second number?","A","D","D","D",5,5,5,4,5,5,3,2,5,5,6,6,6,6,6,6,4,3,4,2,4,4,4,4,3,2,2,8,2,1,2,1,3,1,5,5,8,5,10,6,3,4,5,4,5,4,5,"Python","","Bachelor’s degree. Please list the name of your degree(s),Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) Please list the name of your degree(s).","","Computer Science 😭","Studying MSc AI (on track for a distinction..) ","Software Developer/Software Engineer","","Female","","Asian","","I think there is an overreliance on GenAI for coding. It's unfortunate and unavoidable. Most people don't want to use it but it creates a huge problem since ""everyone else is using it"" and makes people think they will fall behind if they don't use it to be quick too.

Personally I try not to use GenAI or AI outputs too much and I always understand the code or amend it before shopping or pushing. I would never push code I don't understand. Even if it takes me slightly  longer.

However, GenAI has abstracted away the boring tedious jobs like writing menial unit tests, writing documentation, and can help with debugging.

I think it can be really helpful as an assistant but only if you know what to ask and where to look. Similar to Stack Overflow and Google back in the day.... Everyone has Google but not everyone knows how to use it well... 

Also as a junior-mid-level engineer sometimes you don't want to ask stupid questions and having GenAI and Copilot can help you understand complicated code without asking seniors who are usually super busy (or risk embarrassing yourself).

But in my opinion it's isolating junior engineers/snr engs and society in general because people shouldn't be afraid of asking stupid questions it's how we learn. As I'm rising up in seniority I personally would much rather a junior ask me than ask chatgpt or gemini, even if I'm busy.

Also middle managers and csuite don't understand that AI can't replace engineers yet.. maybe super junior engineers but if you do that then the whole pipeline gets messed up. Who are going to be your senior engineers in 5-10 years if you replaced all your junior engineers with AI?

AI generated code honestly creates more headaches than anything too. The code it writes is usually too verbose and too convoluted to understand, and then people will use AI to debug AI 🤦🏻‍♀️","I would be interested in finding out the results of the survey and research. As well as the goal and hypothesis.

Thanks",5,3.27272727272727,3.90909090909091,4.28571428571429,1,1,1,0,3,3
27,"100","1405","True","2026-05-23 03:03:49","67194d1ba278571e0e4b6f87","26","Python","Closer to someone in their first programming job (Entry-Level)","160","","","","","","","","","","","","","","","","30.6","149.978","Return number2
Int main{
Number1=number2
Number2 = 15
If (number1 < number2){
 While (temp != 0){}
Temp = number1 + number2
}
}

Int compute(number1, number2){
Number2 = temp
Number1 = 20

If(number1 < number2)
Cout<< number1, number2
}","49.963","139.694","Return number2

Int main(){
Number1=number2
Number2= 15
}

Int compute(number1,number2){
Number2 = number1
Number1 = 20
Temp = number1 % number2

}","17.901","115.107","Return number2
Int main(){
number2 = number1
Number1 = 15
}

INT COMPUTE(N1,N2){
Number 1 = number2
Number2 = 20
If(number1 < number2)
Cout<< n1,n2
}","53.003","180.181","Return number2;
Int main(){
Number1=number2
Number2= 15
If(number1 < number2)
While(temp < 0){}

}

Int compute(number1,number2){
Number2=temp
Number1= 20
Temp = number1%number2
If(number2 < 0)
Cout << number1, number2

}","120.073","137.302","Return number 2
Int main(){
Number1=number2
}
Int compute(number1,number2){
number1=temp
Temp= number1%number2

If(temp!=0)
Cout<< (number1,number2)
}","Idk the code was not syntax valid","A","C","D","C",6,6,6,6,6,6,6,6,6,4,5,4,5,5,5,6,4,4,4,4,4,4,4,5,2,2,2,2,4,2,3,2,3,3,2,2,4,3,3,4,2,5,2,5,3,5,5,"Python","","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) Please list the name of your degree(s).","","","","Software Developer/Software Engineer","","Male","","Hispanic or Latino","","Faster code write, but bad code organization","",5.5,3.54545454545455,2.81818181818182,3.85714285714286,1,0,1,1,3,2
28,"100","1972","True","2026-05-23 07:00:55","6880ea4cbbee9d1686606bab","40","Python","Closer to a senior programmer or software architect","240","82.5","180.119","

def compute(number1, number2)
    temp = number2
    while temp != 0:
        If number2 > number1:
            temp = number2
            number2 = number1
            number1 = temp

        temp = number1 % number2
        if temp != 0
            number2= temp
            number1 = number2

    return number2","102.27","180.011","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2)

def compute(number1, number2)
    temp = number1
    while(number1 != 0):
        temp = number1
        number2 = number1
        number1 = temp

        temp = number2 % number1
        number1 = temp
        if number1 != 0:
            temp = number2
            number2 = number1
            number1 = temp","111.228","116.165","def main():
 print(compute(20, 15))

def compute(num1, num2):
 temp = num2
 while temp != 0:
  if num2 > num1:
   num1, num2 = num2, num1
  
  temp = num1 % num2

  if temp != 0:
    temp = num2
    num1, num2 = num2, num1

 return num2","29.162","144.467","def main():
 number1 = 20
 number2 = 15
 print(compute(number1, number2)

def compute(number1, number2):
 temp = number2
 while temp != 0:
  if number2 > number1:
   temp = number2
   number2 = number1
   number1 = temp

  temp = number1 % number2
  if temp != 0
   temp = number2
   number2 = number1
   number1 = temp

  return number2","88.302","137.374","def main():
 print(compute(20, 15))

def compute(num1, num2):
 temp = num1
 while temp != 0:
  num2, num1 = sorted([num1, num2])
  temp = num1 % num2

  if temp != 0:
   num1, num2 = num2, num1

  return num2","","","","","","","","","","","","","","","","finding the smallest denominator","A","D","D","C",5,6,5,5,6,6,5,5,5,6,6,6,6,5,5,6,3,2,1,2,1,2,2,3,2,2,2,9,5,5,3,6,6,5,7,7,8,8,9,7,4,4,4,4,4,3,4,"Python","","Bachelor’s degree. Please list the name of your degree(s)","","computer science","","Software Developer/Software Engineer","","Male","","White","","positive, productivity is boosted, engineers have no less work but can complete the work they have to a higher and more ambitious standard.","",5.5,2,6.27272727272727,3.85714285714286,1,1,1,1,4,4
29,"100","1697","True","2026-05-23 14:20:26","62f6a5e7bd056277be777c68","22","Java","Closer to the average or mid-level programmer","48","120.104","95.113","public static void main(){
int number1 = 20;
int number2 = 15;
System.out.print(compute(number1, number2));
}

public static int compute(int number1, int number2){
int temp = number1;
while(temp != 0){
if(number1 < number2){
temp = number1;
number1 = number2;
number2 = temp;
}

temp = number1 % number2;

if(temp != 0){
 number1 = number2;
number2 = temp;
}
}
return number2;
}","120.003","131.629","public static void main(){
int number1 = 20;
int number2 = 15;
System.out.print(compute(number1, number2));
}

public static int compute(int number1, int number2){
int temp = number1;
while(number1 !== 0){
if(number1 < number2){
temp = number1;
number1 = number2;
number2 = temp;
}

temp = number1 % number2;

if(temp !== 0){
number2 = number1;
number1 = temp;
}
}

return number2;
}
","120.006","97.931","public static void main(){
int number1 = 20;
int number2 = 15;
System.out.print(compute(int number1, int number2);
}

public static int compute(int number1, int number2){
int temp = number1;
while(temp != 0){
if(number1 < number2){
temp = number1;
number1 = number2;
number2 = temp;
}

temp = number1 % number2;

if(temp != 0){
number1 = number2;
number2 = temp;
}
}
return number2;
}","120.011","126.617","public static void main(){
int number1 = 20;
int number2 = 15;
System.out.print(compute(number1, number2));
}

public static int compute(int number1, int number2){
int temp = number1;
while(temp != 0){
if(number1 < number2){
temp = number1;
number1 = number2;
number2 = temp;
}

temp = number1 % number2;
if(temp != 0){
number1 = number2;
number2 = temp;
}


}
return number2;
}","120.104","180.006","public static void main(){
int num1 = 20;
int num2 = 15;
System.out.println(compute(num1, num2));
}

public static void computer(int num1, int num2){
int temp = num1;
while(num1 !== 0){
    if(num1 < num2){
       num1 = temp
       temp = num1;
       num2 = num1;
    }

    temp = num1 % num2;

    if(num1 > num2){
        num1 = num2;
        num2 = temp;
    }
}

return num2;
}","","","","","","","","","","","","","","","","I think the main function called a compute function that found the lowest number that wasn't mod-able. As in if you pass 20 and 15, eventually you would get back 5 because the other is 0. ","A","D","D","A",5,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,4,4,2,5,2,2,2,5,2,2,2,2,"TypeScript","","Bachelor’s degree. Please list the name of your degree(s)","","BsC in Computer Science","","Software Developer/Software Engineer","","Male","","White","","It effects programmers positively as it can make their jobs easier. It impacts it negatively because you can become lazy and start to not care about the quality that it produces. It also threatens some engineers jobs.","No",5.8125,2,3,2.42857142857143,1,1,1,0,3,3
30,"100","1384","True","2026-05-24 15:28:23","6883b538e7ccd3069937fe49","33","Python","Closer to the average or mid-level programmer","60","23.422","108.358","def main():
  number1 = 20
  number2 = 15
  print(compute(number1, number2))
def compute(number1, number2):
  temp = number1
  while temp != 0:
    if number1 < number2:
      temp = number1
      number1 = number2
      number2 = temp
    temp=number1%number2
    if temp!= 0:
      number1 = number2
      number2 = temp
    return number2","19.668","82.076","def main():
  number1 = 20
  number2 = 15
  print(compute(number1, number2))
def compute(number1, number2):
  temp = number1
  while temp!= 0:
    if number1 < number2:
      temp=number1
      number1 = number2
      number2 = temp
    temp=number1%number2
    if temp!=0:
      number1 = number2
      number2 = temp
    return number2","120.009","105.171","def main():
  number1 = 20
  number2 = 15
  compute(number1, number2)
def compute(number1, number2):
  temp = number 1
  while temp !=0:
    temp = number 1
    number1 = number2
    number2 = temp
  temp = number1%number2
","59.957","104.535","def main():
  number1 = 20
  number2 = 15
  print(compute(number1, number2))
def compute(number1, number2):
  temp = number1
  while temp != 0:
    if number1 < number 2:
      temp = number1
      number1 = number2
      number2 = temp
    temp=number1%number2
    if temp != 0:
      number1 = number 2
    return number2","17.711","99.891","def main():
  number1 = 20
  number2 = 15
  print(compute(number1, number2))
def compute(number1, number2):
  temp = number1
  while temp!=0:
    if number1 < number2:
      temp = number1
      number1 = number2
      number2 = temp
    temp = number1%number2
    if temp!= 0:
      number1 = number2
      number2 = temp
    return number2","","","","","","","","","","","","","","","","Computing the remainder of number1 divided by number 2, but checking that number1 is larger than number 2","A","D","D","C",5,6,5,5,5,6,5,4,5,6,6,6,6,5,5,6,3,2,3,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,5,4,5,"Python","","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) Please list the name of your degree(s).","","","PhD","Other","","Male","","White","","I think it is negative in that it decreases students' use of critical thinking to understand the logical steps of programming. It can be great for efficiency.","",5.375,2.09090909090909,1,3.85714285714286,1,1,1,1,4,3
31,"100","986","True","2026-05-25 07:58:06","5aedb8ce49bb4c0001079640","30","Python","Closer to someone in their first programming job (Entry-Level)","36","","","","","","","","","","","","","","","","18.263","84.573","return number2;
int main() {
int number1;
number2 = 15;
if (number1 < number2) {
while(temp!=0) {
temp = number1;
number1 = 20'}}","120.109","35.799","return number2;
int main() {number2;
if number2 = 15;
","20.132","49.809","return number2;
int main() {
number1 = number2;
int number2 = 15;
if(number1 < number2) {
while(temp!=0) {
}","47.701","52.025","return number2;
int main() {
number1 = number2;
int number2 = 15;
if (number1 < number2) {
while(temp!=0) {
temp = number1
int temp = number1};
","56.638","25.65","return number2;
int main(){
number1=number2;
int number2 = 15;
if(number1 < number 2);
","It was computing the difference of two numbers as long as the first number was less than the second number and the temp value was not equal to 0","A","D","D","C",5,6,5,5,6,6,6,4,4,5,6,6,6,4,4,6,2,2,2,2,1,3,3,3,3,2,3,3,1,1,1,3,3,3,4,5,5,3,5,4,1,1,1,1,1,1,1,"Other","R","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) Please list the name of your degree(s).","","","MBA","Other","Data Scientist","Female","","Asian","","I think it has a positive impact because it makes it much easier to debug or optimize code","I normally code in SQL and R. I tried to memorize each section at a time in the memory task",5.25,2.36363636363636,3.09090909090909,1,1,1,1,1,4,2
32,"100","3430","True","2026-05-25 13:10:56","5f4cd2a2a673208eda3a3f0a","24","Python","Closer to someone in their first programming job (Entry-Level)","60","80.585","180.006","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
    return number2","66.815","180.007","def main():
    numer1= 20
    number2 = 15
    compute(number1, number2)
def compute(number1, number2):
    temp = number1
    while temp != 0:
        number1 = number2
        number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
        return number2","35.844","180.008","def main():
    number1=20
    number2=15
    print(compute(number1, number2))
def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
        return number2","38.596","180.005","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
        return number2","33.776","180.006","def main():
    number1 = 20
    number2 = 15
    print(compute(number1, number2))
def compute(number1, number2):
    temp = number1
    while temp != 0:
        if number1 < number2:
            temp = number1
            number1 = number2
            number2 = temp
        temp = number1 % number2
        if temp != 0:
            number1 = number2
            number2 = temp
    return number2","","","","","","","","","","","","","","","","The code was trying to get the module (%) of 2 numbers, if n1 was bigger than n2 would change, and then if the module didn't result at 0, then it would make the bigger number be the second, and the smaller number be the module of before, and repeats the process until module is 0, to then return the smaller number found.
But in practice I'm not sure what it was doing, probably some mathematical thing on which the algorithm i'm not familiar with","A","D","D","C",6,6,6,6,6,3,4,4,4,6,6,6,6,6,6,6,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,"Python","","Some high school or less,High school diploma or GED,Bachelor’s degree. Please list the name of your degree(s),Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.) Please list the name of your degree(s).","","Computer Science","MS in Computer Science","Other","AI engineer","Male","","White","","Always depends on how it's used. Generative AI on CS should be a tool. A tool for learning, for helping to learn, and occasionally to fill boilerplate code that you already know what would be. It should (in my opinion) be used by teachers to help prepare classes, make them more interesting, appealing, interactive, etc..
And by students should only be used the same way you would interact with a teacher -> to get guidance and support, a teacher would never make the whole exercise for you.
In the workplace should be used for automation of repetitive, and highly predictable tasks, still with human supervision and maintainence once in a while.
It should not (in my opinion) be overused for important tasks with full autonomy, and only be used as a tool to help cover edge cases and warn about security problems when necessary.
But to answer your question, the way it is being used (and it's by design) it's affecting negatively most of programmers, because they replace learning by ""the AI does it for me"", which creates a dependency on it, lowers overall skilled programmers, and that's (I think) what most AI companies want.","How do you know ""how I think"" on the multiple choice questions that looked like IQ questions, if you didn't ask me at any point what was my reasoning for giving such answers?",5.4375,1.27272727272727,1.36363636363636,1,1,1,1,1,4,2
33,"100","3224","True","2026-05-26 10:49:04","64551d250ef342507eb0edf9","29","Python","Closer to the average or mid-level programmer","20","","","","","","","","","","","","","","","","26.355","17.074","while (temp! =0)","16.88","41.823","int number 2 = 15","28.89","17.538","temp = number1%number2","34.554","40.087","int temp = number1","96.595","53.71","if [temp!]0
number2= temp","running","C","C","C","B",5,3,3,3,5,5,3,2,2,3,3,4,3,3,4,4,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,"Python","","Bachelor’s degree. Please list the name of your degree(s)","","computer science","","Back End Developer/Engineer","","Male","","Black or African American","","It is positive in the way that it shows programmers what not to do when learning how to program, relying on generative ai for programming will cause massive errors in code","",3.4375,1.36363636363636,1,1.42857142857143,0,0,0,0,0,3
34,"100","1842","True","2026-05-26 15:30:50","65076c797ee85f5947193819","25","Python","Closer to the average or mid-level programmer","36","87.786","180.011","number1 = 20 
number2 = 15 
print compute(number1,number2)
def compute(number1, number 2)
if number1 < number 2 
   temp = number 1 
   number1 = number2 
   number 2 = temp


","49.27","106.053","def main(): 
number1=20
number2=20
print(compute(number1,number2))
def compute(): 
temp = number1
while temp !=0:
if number1 < number2
","120.01","180.012","def main(): 
 number1 = 20 
 number2 = 15 
 print(compute(number1, number2))
def compute(number1, number2): 
 temp = number1
 while temp 
","112.657","180.009","def main(): 
number1=20
number2=15
print(compute(number1,number2))
def compute(): 
 temp = number1
while temp !=0:
if n
","108.923","180.01","def main(): 
number1=20
number2=15
print(compute(number1,number2)
","","","","","","","","","","","","","","","","The code was checking to see if the temp was not 0 and then found the remainder of the two numbers ","A","D","D","A",5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,5,7,6,7,5,1,1,6,1,1,2,2,"TypeScript","","Bachelor’s degree. Please list the name of your degree(s)","","BS Computer Science","","Software Developer/Software Engineer","","Female","","Hispanic or Latino","","It’s easy to find the answer you need but it doesn’t allow for brain stimulation","",5.875,1.09090909090909,3.18181818181818,2,1,1,1,0,3,3
35,"100","1202","True","2026-05-26 16:15:14","63ea4d64095b3286433ed52e","36","Python","Closer to someone still in school or learning to program","18","","","","","","","","","","","","","","","","19.887","40.431","return number2;
int number {}{
number1=number2{};
ifnumber2 < number1;
number temp < 0!;","45.525","21.314","int number2,
 int number{}2,
number =2","25.457","59.019","return number2;
int number {} {
number1:number2;
if temp number 1=0","29.651","67.332","return number2;
int number2
number2=number1{};
ifnumber2 < number1;
number temp < 0!;
iftempnumber 1;2 }","22.45","22.318","return number2;
int number {}
number1=number2","I'm not really sure, I think it was to do with measuring temperature","A","A","D","D",2,4,3,2,4,5,3,2,2,4,6,3,3,3,4,4,3,3,4,4,3,4,4,5,3,3,4,2,2,2,2,2,2,3,4,4,4,4,7,5,2,4,3,2,3,2,3,"Other","Powershell","Bachelor’s degree. Please list the name of your degree(s)","","History","","Systems Engineer","","Male","","White","","It has a place, but more to debug code rather than to write for you - gen AI runs the risk of programming becoming a lost skill as it does the work for you.","I am not a particularly proficient programmer and my memory is not great - hopefully my answers are helpful regardless!",3.375,3.63636363636364,3.27272727272727,2.71428571428571,1,0,1,0,2,1
